_id,name,category,style,color,price,description,available,stock,isDeleted,image
681a5a8a65e1b2ec71413451,Industrial Beige Bathroom #5,bathroom,industrial,beige,527.23,Perfect for small spaces or open layouts.,true,15,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413452,Classic Black Bedroom #13,bedroom,classic,black,3068.06,Perfect for small spaces or open layouts.,true,16,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413453,Industrial Blue Bedroom #12,bedroom,industrial,blue,4976.29,Elegant design meets practical use.,true,14,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413454,Boho Cream Child Bedroom #9,child bedroom,boho,cream,4764.9,Elegant design meets practical use.,true,3,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413455,Boho Beige Kitchen #12,kitchen,boho,beige,4807.87,Elegant design meets practical use.,true,15,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413456,Classic Gray Bathroom #15,bathroom,classic,gray,2678.1,Blends contemporary aesthetics with everyday functionality.,true,3,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413457,Minimal Green Living Room #8,living room,minimal,green,3235.25,Crafted with premium materials and designed for durability.,true,6,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413458,Industrial Black Bathroom #14,bathroom,industrial,black,1981.28,A stylish and comfortable addition to any modern home.,true,3,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413459,Modern Beige Child Bedroom #22,child bedroom,modern,beige,2227.21,A stylish and comfortable addition to any modern home.,true,12,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141345a,Boho Beige Living Room #12,living room,boho,beige,1599.54,Crafted with premium materials and designed for durability.,true,6,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141345b,Modern Beige Bedroom #14,bedroom,modern,beige,3902.71,Blends contemporary aesthetics with everyday functionality.,true,14,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141345c,Minimal White Bedroom #16,bedroom,minimal,white,1373.43,A stylish and comfortable addition to any modern home.,true,13,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141345d,Industrial Black Bathroom #15,bathroom,industrial,black,4911.89,Blends contemporary aesthetics with everyday functionality.,true,10,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141345e,Industrial Blue Living Room #16,living room,industrial,blue,2125.82,Perfect for small spaces or open layouts.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141345f,Industrial Cream Living Room #11,living room,industrial,cream,1507.1,Perfect for small spaces or open layouts.,true,17,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413460,Classic Beige Kitchen #17,kitchen,classic,beige,3724.74,Perfect for small spaces or open layouts.,true,20,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413461,Minimal Beige Kitchen #17,kitchen,minimal,beige,2874.35,Blends contemporary aesthetics with everyday functionality.,true,14,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413462,Classic Blue Kitchen #16,kitchen,classic,blue,2302.39,Perfect for small spaces or open layouts.,true,14,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413463,Industrial Blue Living Room #17,living room,industrial,blue,900.94,Blends contemporary aesthetics with everyday functionality.,true,2,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413464,Industrial Cream Bedroom #17,bedroom,industrial,cream,4642.69,Perfect for small spaces or open layouts.,true,16,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413465,Modern Cream Child Bedroom #4,child bedroom,modern,cream,2612.64,Blends contemporary aesthetics with everyday functionality.,true,20,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413466,Modern Wood Child Bedroom #11,child bedroom,modern,wood,1707.8,Blends contemporary aesthetics with everyday functionality.,true,20,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413467,Classic Blue Bedroom #12,bedroom,classic,blue,1416.2,Crafted with premium materials and designed for durability.,true,1,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413468,Modern Blue Living Room #10,living room,modern,blue,2160.38,Perfect for small spaces or open layouts.,true,18,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413469,Industrial Gray Kitchen #7,kitchen,industrial,gray,3753.39,A stylish and comfortable addition to any modern home.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141346a,Boho Green Living Room #13,living room,boho,green,4978.35,Elegant design meets practical use.,true,18,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141346b,Boho Cream Bedroom #20,bedroom,boho,cream,2511.74,Elegant design meets practical use.,true,15,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141346c,Minimal Wood Bathroom #5,bathroom,minimal,wood,1079.14,A stylish and comfortable addition to any modern home.,true,19,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141346d,Boho Wood Child Bedroom #18,child bedroom,boho,wood,2293.2,Elegant design meets practical use.,true,6,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141346e,Modern Beige Living Room #12,living room,modern,beige,2805.82,Crafted with premium materials and designed for durability.,true,7,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141346f,Classic Black Bedroom #14,bedroom,classic,black,1098.06,Blends contemporary aesthetics with everyday functionality.,true,1,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413470,Modern Wood Bedroom #20,bedroom,modern,wood,1961.6,Blends contemporary aesthetics with everyday functionality.,true,19,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413471,Minimal White Bedroom #17,bedroom,minimal,white,756.91,A stylish and comfortable addition to any modern home.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413472,Industrial White Kitchen #12,kitchen,industrial,white,4270.67,A stylish and comfortable addition to any modern home.,true,1,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413473,Boho Blue Bedroom #12,bedroom,boho,blue,3272.36,Crafted with premium materials and designed for durability.,true,18,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413474,Classic Green Living Room #11,living room,classic,green,1301.59,Blends contemporary aesthetics with everyday functionality.,true,7,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413475,Modern Green Kitchen #10,kitchen,modern,green,841.64,Crafted with premium materials and designed for durability.,true,16,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413476,Modern Beige Kitchen #15,kitchen,modern,beige,3204.98,Crafted with premium materials and designed for durability.,true,19,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413477,Classic Cream Kitchen #10,kitchen,classic,cream,2789.03,Elegant design meets practical use.,true,17,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413478,Modern Cream Living Room #17,living room,modern,cream,4959.14,Blends contemporary aesthetics with everyday functionality.,true,4,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413479,Boho Cream Living Room #13,living room,boho,cream,3515.17,Blends contemporary aesthetics with everyday functionality.,true,16,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141347a,Boho Wood Child Bedroom #19,child bedroom,boho,wood,1446.75,Blends contemporary aesthetics with everyday functionality.,true,10,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141347b,Minimal Cream Child Bedroom #12,child bedroom,minimal,cream,660.33,Perfect for small spaces or open layouts.,true,19,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141347c,Industrial Green Bedroom #12,bedroom,industrial,green,1405.71,Elegant design meets practical use.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141347d,Modern Black Bathroom #18,bathroom,modern,black,733.53,Perfect for small spaces or open layouts.,true,2,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141347e,Classic Green Living Room #12,living room,classic,green,1937.46,Crafted with premium materials and designed for durability.,true,4,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141347f,Boho Green Kitchen #15,kitchen,boho,green,1730.63,Elegant design meets practical use.,true,4,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413480,Minimal Gray Bathroom #9,bathroom,minimal,gray,4494.53,Elegant design meets practical use.,true,6,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413481,Industrial Cream Living Room #12,living room,industrial,cream,732.06,Crafted with premium materials and designed for durability.,true,15,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413482,Boho Black Bathroom #12,bathroom,boho,black,2674.12,Blends contemporary aesthetics with everyday functionality.,true,12,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413483,Modern Cream Bedroom #12,bedroom,modern,cream,3573.84,Elegant design meets practical use.,true,5,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413484,Modern Beige Bathroom #11,bathroom,modern,beige,4568.79,Elegant design meets practical use.,true,13,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413485,Classic Black Living Room #8,living room,classic,black,1113.93,Elegant design meets practical use.,true,9,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413486,Classic Beige Kitchen #18,kitchen,classic,beige,3086.63,Crafted with premium materials and designed for durability.,true,16,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413487,Minimal White Child Bedroom #10,child bedroom,minimal,white,2665.48,A stylish and comfortable addition to any modern home.,true,4,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413488,Modern Blue Living Room #11,living room,modern,blue,3442.97,Blends contemporary aesthetics with everyday functionality.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413489,Boho Wood Child Bedroom #20,child bedroom,boho,wood,1638.62,Blends contemporary aesthetics with everyday functionality.,true,10,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141348a,Modern Blue Kitchen #5,kitchen,modern,blue,4109.77,Elegant design meets practical use.,true,10,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141348b,Industrial Beige Kitchen #12,kitchen,industrial,beige,2484.34,Blends contemporary aesthetics with everyday functionality.,true,15,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141348c,Minimal Gray Bathroom #10,bathroom,minimal,gray,3596.07,Blends contemporary aesthetics with everyday functionality.,true,5,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141348d,Boho Gray Bathroom #12,bathroom,boho,gray,1034.44,A stylish and comfortable addition to any modern home.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141348e,Minimal White Bathroom #11,bathroom,minimal,white,3912.04,Blends contemporary aesthetics with everyday functionality.,true,1,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141348f,Boho Black Bathroom #13,bathroom,boho,black,4933.79,A stylish and comfortable addition to any modern home.,true,14,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413490,Minimal Blue Kitchen #12,kitchen,minimal,blue,4422.22,Perfect for small spaces or open layouts.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413491,Minimal Black Living Room #15,living room,minimal,black,808.66,Perfect for small spaces or open layouts.,true,9,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413492,Industrial Green Bedroom #13,bedroom,industrial,green,2153.9,Perfect for small spaces or open layouts.,true,18,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413493,Modern Green Living Room #14,living room,modern,green,4881.05,Crafted with premium materials and designed for durability.,true,17,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413494,Minimal Wood Bedroom #16,bedroom,minimal,wood,2351.34,Crafted with premium materials and designed for durability.,true,15,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413495,Modern Green Bathroom #8,bathroom,modern,green,4809.4,Blends contemporary aesthetics with everyday functionality.,true,5,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413496,Modern Blue Bathroom #17,bathroom,modern,blue,1212.93,Blends contemporary aesthetics with everyday functionality.,true,3,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413497,Modern Beige Child Bedroom #23,child bedroom,modern,beige,2382.49,Elegant design meets practical use.,true,6,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413498,Minimal White Kitchen #10,kitchen,minimal,white,3039.02,Perfect for small spaces or open layouts.,true,4,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec71413499,Minimal Wood Living Room #18,living room,minimal,wood,3184.76,Crafted with premium materials and designed for durability.,true,10,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141349a,Classic Beige Living Room #12,living room,classic,beige,3646.16,Elegant design meets practical use.,true,11,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141349b,Minimal Blue Kitchen #13,kitchen,minimal,blue,3589.29,Elegant design meets practical use.,true,11,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141349c,Minimal Green Bedroom #6,bedroom,minimal,green,4234.42,Elegant design meets practical use.,true,13,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141349d,Classic Green Living Room #13,living room,classic,green,544.22,Perfect for small spaces or open layouts.,true,12,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141349e,Modern Wood Living Room #14,living room,modern,wood,505.2,Elegant design meets practical use.,true,18,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec7141349f,Classic Wood Child Bedroom #13,child bedroom,classic,wood,2558.02,Elegant design meets practical use.,true,10,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a0,Minimal White Kitchen #11,kitchen,minimal,white,3414.57,Perfect for small spaces or open layouts.,true,6,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a1,Industrial Black Living Room #12,living room,industrial,black,2391.58,Crafted with premium materials and designed for durability.,true,11,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a2,Boho White Living Room #12,living room,boho,white,703.29,Perfect for small spaces or open layouts.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a3,Classic Blue Kitchen #17,kitchen,classic,blue,4643.21,Crafted with premium materials and designed for durability.,true,11,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a4,Industrial White Living Room #8,living room,industrial,white,3282.87,Blends contemporary aesthetics with everyday functionality.,true,9,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a5,Industrial Green Living Room #11,living room,industrial,green,4256.42,Blends contemporary aesthetics with everyday functionality.,true,18,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a6,Boho Green Kitchen #16,kitchen,boho,green,1175.9,Elegant design meets practical use.,true,19,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a7,Industrial Beige Living Room #10,living room,industrial,beige,2230.94,Elegant design meets practical use.,true,15,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a8,Modern Green Living Room #15,living room,modern,green,2039.05,Blends contemporary aesthetics with everyday functionality.,true,17,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134a9,Boho Beige Child Bedroom #14,child bedroom,boho,beige,4230.17,A stylish and comfortable addition to any modern home.,true,3,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134aa,Industrial Blue Living Room #18,living room,industrial,blue,4542.29,Blends contemporary aesthetics with everyday functionality.,true,7,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134ab,Industrial Black Living Room #13,living room,industrial,black,855.87,A stylish and comfortable addition to any modern home.,true,5,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134ac,Modern Beige Living Room #13,living room,modern,beige,671.09,Crafted with premium materials and designed for durability.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134ad,Minimal Beige Bathroom #14,bathroom,minimal,beige,1298.6,Blends contemporary aesthetics with everyday functionality.,true,10,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134ae,Modern Wood Child Bedroom #12,child bedroom,modern,wood,2482.51,Blends contemporary aesthetics with everyday functionality.,true,17,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134af,Industrial Blue Bathroom #11,bathroom,industrial,blue,2465.69,A stylish and comfortable addition to any modern home.,true,14,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b0,Classic White Child Bedroom #14,child bedroom,classic,white,3930.48,A stylish and comfortable addition to any modern home.,true,7,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b1,Modern Blue Child Bedroom #11,child bedroom,modern,blue,4536.33,Crafted with premium materials and designed for durability.,true,2,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b2,Classic Green Bedroom #15,bedroom,classic,green,4323.32,Blends contemporary aesthetics with everyday functionality.,true,7,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b3,Classic Black Kitchen #12,kitchen,classic,black,2213.14,Elegant design meets practical use.,true,12,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b4,Boho Gray Bedroom #13,bedroom,boho,gray,4178.59,Perfect for small spaces or open layouts.,true,15,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b5,Classic Gray Child Bedroom #11,child bedroom,classic,gray,560.36,A stylish and comfortable addition to any modern home.,true,19,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b6,Industrial Blue Living Room #19,living room,industrial,blue,613.68,Elegant design meets practical use.,true,2,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b7,Boho Cream Bedroom #21,bedroom,boho,cream,3077.77,Elegant design meets practical use.,true,8,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b8,Boho White Bathroom #12,bathroom,boho,white,1132.11,Blends contemporary aesthetics with everyday functionality.,true,10,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
681a5a8a65e1b2ec714134b9,Industrial Blue Bedroom #13,bedroom,industrial,blue,2520.24,Perfect for small spaces or open layouts.,true,7,false,https://dummyimage.com/600x400/2c2c2c/ffffff&text=SmartSpace+Product
